Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
458,Trayce Jackson-Davis,25,2TM,C,52,1,9.4,1.3,2.3,.570,0.0,0.0,1.000,1.3,2.3,.567,.574,0.7,1.4,.514,1.3,1.5,2.7,0.8,0.3,0.4,0.4,0.8,3.4,,jackstr02
458,Trayce Jackson-Davis,25,GSW,C,36,1,11.4,1.7,2.8,.588,0.0,0.0,1.000,1.6,2.8,.584,.593,0.8,1.4,.558,1.3,1.8,3.1,0.9,0.4,0.5,0.5,1.1,4.2,,jackstr02
458,Trayce Jackson-Davis,25,TOR,C,16,0,5.0,0.6,1.2,.474,0.0,0.0,,0.6,1.2,.474,.474,0.6,1.4,.409,1.1,0.7,1.8,0.4,0.3,0.3,0.3,0.3,1.7,,jackstr02
459,Jeremy Sochan,22,2TM,PF,43,0,10.4,1.4,2.8,.500,0.2,0.9,.231,1.2,1.9,.630,.538,0.4,0.6,.708,0.8,1.6,2.3,0.8,0.4,0.2,0.5,1.3,3.4,,sochaje01
459,Jeremy Sochan,22,SAS,PF,28,0,12.8,1.7,3.5,.475,0.3,1.3,.257,1.4,2.3,.594,.520,0.4,0.6,.688,0.9,1.7,2.6,1.0,0.4,0.2,0.6,1.8,4.1,,sochaje01
459,Jeremy Sochan,22,NYK,PF,15,0,6.1,0.9,1.4,.619,0.0,0.3,.000,0.9,1.1,.765,.619,0.4,0.5,.750,0.5,1.3,1.9,0.5,0.5,0.1,0.2,0.5,2.1,,sochaje01
460,Joan Beringer,19,MIN,PF,39,2,7.3,1.4,2.2,.651,0.0,0.0,,1.4,2.2,.651,.651,0.5,0.7,.714,1.0,1.0,2.0,0.3,0.2,0.5,0.3,1.1,3.4,,berinjo01
461,Ron Harper Jr.,25,BOS,SF,28,2,10.0,1.3,3.2,.400,0.8,2.4,.338,0.5,0.8,.591,.528,0.0,0.1,.500,0.5,1.0,1.5,0.6,0.3,0.3,0.2,0.7,3.4,,harpero02
462,Drew Timme,25,LAL,PF,26,1,8.8,1.4,2.5,.569,0.4,0.9,.417,1.0,1.6,.659,.646,0.2,0.3,.556,0.4,0.9,1.3,0.8,0.2,0.0,0.5,0.7,3.4,,timmedr01
463,Keaton Wallace,26,ATL,PG,52,2,9.7,1.3,3.0,.418,0.7,1.8,.394,0.6,1.2,.453,.535,0.2,0.3,.643,0.1,0.9,1.0,1.7,0.5,0.1,0.5,0.9,3.4,,wallake01
464,Taj Gibson,40,MEM,C,9,0,8.7,1.2,2.4,.500,0.3,0.7,.500,0.9,1.8,.500,.568,0.6,0.7,.833,1.0,1.6,2.6,0.6,0.2,0.1,0.1,1.2,3.3,,gibsota01
465,Dwight Powell,34,DAL,C,62,11,14.2,1.0,1.6,.639,0.0,0.1,.200,1.0,1.5,.663,.644,1.3,1.8,.696,1.5,2.4,4.0,1.1,0.5,0.3,0.7,2.1,3.3,,poweldw01
466,Tyler Smith,21,DAL,PF,11,0,11.7,1.3,3.5,.368,0.5,2.4,.231,0.7,1.1,.667,.447,0.2,0.4,.500,1.0,1.4,2.4,0.5,0.4,0.0,0.3,0.7,3.3,,smithty02
467,Isaiah Stevens,25,SAC,PG,3,0,14.3,1.0,2.3,.429,0.0,0.3,.000,1.0,2.0,.500,.429,1.3,1.3,1.000,0.7,0.3,1.0,3.3,1.7,0.0,0.7,0.7,3.3,,steveis01
468,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.3,0.5,.500,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,,wisemja01
469,Jamison Battle,24,TOR,SF,60,2,8.5,1.2,2.4,.510,0.6,1.4,.417,0.6,1.0,.644,.633,0.2,0.2,.643,0.3,1.2,1.5,0.4,0.1,0.1,0.3,0.7,3.2,,battlja01
470,Dorian Finney-Smith,32,HOU,PF,36,1,16.6,1.1,3.4,.331,0.7,2.6,.274,0.4,0.8,.517,.435,0.2,0.2,.857,0.9,1.6,2.5,1.0,0.4,0.2,0.6,1.7,3.2,,finnedo01
471,Kelly Olynyk,34,SAS,C,42,0,8.6,1.1,2.3,.490,0.3,1.1,.255,0.8,1.2,.714,.552,0.6,0.9,.711,0.6,1.2,1.8,1.2,0.4,0.1,0.6,0.9,3.2,,olynyke01
472,Miles Kelly,23,DAL,PG,14,0,9.6,1.1,3.1,.364,0.7,2.4,.303,0.4,0.8,.545,.477,0.1,0.1,1.000,0.4,1.4,1.7,0.9,0.3,0.1,0.4,0.9,3.1,,kellymi02
473,Malevy Leons,26,GSW,SF,24,2,10.8,1.2,2.8,.426,0.2,0.7,.250,1.0,2.2,.481,.456,0.5,0.7,.765,1.2,0.9,2.1,0.9,0.6,0.4,0.5,1.2,3.1,,leonsma01
474,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,.462,0.6,1.1,.500,0.3,0.7,.400,.615,0.9,1.1,.750,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,,searsma01
475,AJ Johnson,21,2TM,SG,47,0,9.1,1.1,3.5,.311,0.3,1.1,.222,0.8,2.3,.355,.348,0.6,0.7,.839,0.3,0.9,1.1,1.0,0.2,0.1,0.5,0.5,3.0,,johnsaj01
475,AJ Johnson,21,WAS,SG,25,0,8.6,1.1,3.3,.325,0.3,1.0,.280,0.8,2.3,.345,.367,0.4,0.5,.750,0.3,0.9,1.2,0.9,0.3,0.0,0.7,0.6,2.8,,johnsaj01
475,AJ Johnson,21,DAL,SG,22,0,9.7,1.1,3.7,.296,0.2,1.3,.172,0.9,2.4,.365,.327,0.8,0.9,.895,0.3,0.8,1.0,1.1,0.2,0.1,0.3,0.5,3.2,,johnsaj01
476,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,.571,0.0,1.0,.000,1.3,1.3,1.000,.571,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0,,livinch01
477,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,.462,0.4,1.2,.333,0.8,1.4,.571,.538,0.2,0.4,.500,0.2,0.4,0.6,0.8,0.4,0.0,0.0,0.4,3.0,,milleem01
478,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.3,0.7,.500,0.2,1.0,1.2,1.5,0.2,0.2,0.3,0.5,3.0,,morrimo01
479,Amir Coffey,28,2TM,SG,45,2,10.3,1.1,2.2,.485,0.3,1.0,.326,0.8,1.2,.607,.556,0.5,0.6,.786,0.4,0.8,1.2,0.5,0.2,0.1,0.2,0.7,2.9,,coffeam01
479,Amir Coffey,28,MIL,SG,30,2,8.8,0.9,1.8,.473,0.2,0.8,.280,0.6,1.0,.633,.536,0.4,0.5,.867,0.2,0.7,0.9,0.4,0.1,0.1,0.1,0.5,2.4,,coffeam01
479,Amir Coffey,28,PHO,SG,15,0,13.3,1.5,2.9,.500,0.5,1.2,.389,1.0,1.7,.577,.580,0.6,0.9,.692,0.8,1.1,1.9,0.9,0.4,0.1,0.3,1.1,4.0,,coffeam01
480,Tyus Jones,29,3TM,PG,66,11,14.5,1.1,3.2,.351,0.6,2.0,.293,0.5,1.2,.449,.443,0.1,0.1,.778,0.2,0.9,1.1,2.3,0.6,0.0,0.4,0.5,2.9,,jonesty01
480,Tyus Jones,29,ORL,PG,48,8,15.7,1.1,3.3,.342,0.6,2.1,.294,0.5,1.2,.429,.437,0.1,0.1,1.000,0.2,0.9,1.1,2.4,0.7,0.1,0.3,0.5,3.0,,jonesty01
480,Tyus Jones,29,DAL,PG,8,2,16.6,1.6,4.3,.382,0.5,2.4,.211,1.1,1.9,.600,.441,0.1,0.3,.500,0.1,1.0,1.1,3.8,0.4,0.0,0.6,0.6,3.9,,jonesty01
480,Tyus Jones,29,DEN,PG,10,1,7.1,0.7,1.9,.368,0.5,1.2,.417,0.2,0.7,.286,.500,0.0,0.1,.000,0.0,0.9,0.9,0.9,0.1,0.0,0.5,0.1,1.9,,jonesty01
481,Riley Minix,25,2TM,SF,8,0,4.1,1.1,1.8,.643,0.4,0.9,.429,0.8,0.9,.857,.750,0.3,0.3,1.000,0.3,0.4,0.6,0.5,0.1,0.0,0.3,0.4,2.9,,minixri01
481,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,,minixri01
481,Riley Minix,25,CLE,SF,5,0,5.0,1.0,1.6,.625,0.4,0.8,.500,0.6,0.8,.750,.750,0.4,0.4,1.000,0.2,0.4,0.6,0.6,0.0,0.0,0.4,0.4,2.8,,minixri01
482,Kobe Bufkin,22,LAL,SG,16,1,7.4,0.9,3.1,.300,0.3,1.6,.192,0.6,1.5,.417,.350,0.7,0.8,.917,0.1,0.8,0.8,0.6,0.1,0.2,0.3,0.6,2.9,,bufkiko01
483,David Jones García,24,SAS,SF,11,0,6.2,1.2,2.3,.520,0.3,0.5,.600,0.9,1.8,.500,.580,0.3,0.5,.500,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,,jonesda06
484,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,,paulch01
485,Duop Reath,29,POR,C,32,0,8.1,1.0,2.3,.446,0.7,1.7,.418,0.3,0.6,.526,.601,0.2,0.2,.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,,reathdu01
486,Cam Christie,20,LAC,SG,55,0,8.7,1.0,2.5,.381,0.2,0.9,.245,0.7,1.6,.456,.424,0.7,0.9,.760,0.3,1.1,1.4,0.6,0.3,0.1,0.4,0.3,2.8,,chrisca02
487,Tristan Enaruna,24,CLE,SF,8,0,7.3,1.3,2.8,.455,0.1,0.9,.143,1.1,1.9,.600,.477,0.1,0.3,.500,0.6,0.8,1.4,0.5,0.3,0.0,0.3,0.1,2.8,,enarutr01
488,Yuki Kawamura,24,CHI,PG,17,0,11.4,0.7,2.4,.300,0.5,1.6,.286,0.2,0.7,.333,.400,0.9,1.1,.889,0.4,1.4,1.8,2.7,0.5,0.0,0.8,0.8,2.8,,kawamyu01
489,Kevon Looney,29,NOP,C,21,8,14.7,1.2,2.9,.417,0.1,0.6,.154,1.1,2.2,.489,.433,0.3,0.5,.700,2.3,3.3,5.6,1.6,0.4,0.5,0.4,1.6,2.8,,looneke01
490,Norchad Omier,24,LAC,PF,6,0,4.0,1.2,1.7,.700,0.0,0.2,.000,1.2,1.5,.778,.700,0.5,0.5,1.000,0.7,0.5,1.2,0.3,0.2,0.0,0.0,0.7,2.8,,omierno01
491,Christian Koloko,25,3TM,C,26,4,12.9,1.2,2.7,.435,0.0,0.3,.143,1.1,2.4,.468,.442,0.3,0.4,.727,1.1,1.7,2.8,0.7,0.5,0.8,0.5,1.7,2.7,,kolokch01
491,Christian Koloko,25,LAL,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,,kolokch01
491,Christian Koloko,25,MEM,C,11,2,17.7,1.3,3.2,.400,0.0,0.1,.000,1.3,3.1,.412,.400,0.1,0.4,.250,1.7,2.3,4.0,0.9,0.9,1.2,0.6,1.8,2.6,,kolokch01
491,Christian Koloko,25,ATL,C,13,2,10.4,1.2,2.6,.471,0.1,0.5,.167,1.2,2.2,.536,.485,0.5,0.5,1.000,0.7,1.5,2.2,0.5,0.3,0.7,0.5,1.8,3.1,,kolokch01
492,Gary Harris,31,MIL,SG,48,2,13.8,1.0,2.2,.442,0.6,1.4,.412,0.4,0.8,.500,.577,0.2,0.2,.889,0.3,0.9,1.3,1.1,0.6,0.2,0.4,1.1,2.7,,harriga01
493,Bronny James,21,LAL,SG,41,1,8.7,1.0,2.6,.398,0.5,1.3,.358,0.6,1.3,.436,.486,0.1,0.2,.857,0.1,0.4,0.5,1.1,0.4,0.1,0.6,0.7,2.7,,jamesbr02
494,Khaman Maluach,19,PHO,C,45,1,8.5,1.1,2.0,.533,0.1,0.4,.188,1.0,1.6,.608,.550,0.5,0.7,.710,0.9,1.7,2.6,0.1,0.1,0.7,0.5,0.9,2.7,,maluakh01
495,Antonio Reeves,25,CHO,SG,10,0,6.8,1.0,2.0,.500,0.7,1.3,.538,0.3,0.7,.429,.675,0.0,0.0,,0.2,0.6,0.8,0.3,0.1,0.0,0.1,0.3,2.7,,reevean01
496,Julian Phillips,22,2TM,SF,47,2,8.5,1.0,2.3,.413,0.4,1.3,.317,0.6,1.0,.531,.500,0.3,0.4,.882,0.5,0.6,1.0,0.2,0.4,0.1,0.2,0.8,2.6,,phillju01
496,Julian Phillips,22,CHI,SF,35,2,9.5,1.1,2.5,.420,0.5,1.4,.327,0.6,1.1,.538,.511,0.3,0.3,.818,0.6,0.6,1.3,0.2,0.5,0.2,0.2,0.9,2.8,,phillju01
496,Julian Phillips,22,MIN,SF,12,0,5.6,0.7,1.8,.381,0.3,0.9,.273,0.4,0.8,.500,.452,0.5,0.5,1.000,0.0,0.3,0.3,0.2,0.3,0.1,0.3,0.4,2.1,,phillju01
497,Pat Connaughton,33,CHO,SG,42,0,7.1,0.9,2.0,.447,0.5,1.2,.404,0.4,0.8,.515,.571,0.3,0.5,.650,0.4,1.1,1.5,0.4,0.3,0.0,0.3,0.2,2.6,,connapa01
498,Jonathan Isaac,28,ORL,PF,52,0,10.0,0.9,2.1,.422,0.1,0.7,.184,0.8,1.4,.549,.454,0.7,1.1,.603,0.8,1.7,2.5,0.4,0.4,0.6,0.3,0.8,2.6,,isaacjo01
499,Jae'Sean Tate,30,HOU,SF,45,0,8.4,1.1,2.2,.500,0.2,0.7,.300,0.9,1.6,.586,.545,0.2,0.2,.700,0.7,0.8,1.5,0.5,0.2,0.1,0.3,1.0,2.6,,tateja01
500,Mo Bamba,27,2TM,C,4,0,11.0,1.3,2.8,.455,0.0,0.0,,1.3,2.8,.455,.455,0.0,0.0,,2.5,3.0,5.5,0.3,0.0,0.8,0.5,1.5,2.5,,bambamo01
500,Mo Bamba,27,TOR,C,2,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,,bambamo01
500,Mo Bamba,27,UTA,C,2,0,19.0,2.5,4.5,.556,0.0,0.0,,2.5,4.5,.556,.556,0.0,0.0,,4.5,5.5,10.0,0.5,0.0,1.0,1.0,2.0,5.0,,bambamo01
501,Jayson Kent,23,POR,SF,4,0,5.3,1.0,1.5,.667,0.3,0.8,.333,0.8,0.8,1.000,.750,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.3,0.0,0.3,2.5,,kentja01
502,Chaz Lanier,24,DET,SG,33,0,7.8,0.8,2.7,.307,0.6,2.0,.284,0.2,0.6,.381,.415,0.2,0.2,.833,0.2,0.5,0.7,0.5,0.2,0.0,0.1,0.4,2.4,,laniech01
503,Lindy Waters III,28,SAS,SG,40,0,7.1,0.8,2.2,.375,0.7,2.0,.342,0.2,0.2,.667,.528,0.1,0.1,.667,0.1,0.7,0.7,0.5,0.2,0.0,0.2,0.6,2.4,,waterli01
504,Chris Boucher,33,BOS,PF,9,0,10.4,0.9,2.8,.320,0.2,1.7,.133,0.7,1.1,.600,.360,0.3,0.4,.750,0.2,1.8,2.0,0.3,0.6,0.8,0.1,1.9,2.3,,bouchch01
505,Koby Brea,23,PHO,SG,11,0,5.0,0.7,2.3,.320,0.6,1.9,.333,0.1,0.4,.250,.460,0.2,0.2,1.000,0.0,0.3,0.3,0.6,0.1,0.0,0.3,0.5,2.3,,breako01
506,Yang Hansen,20,POR,C,42,1,7.1,0.7,2.4,.310,0.1,1.0,.119,0.6,1.4,.448,.335,0.7,0.8,.824,0.5,1.1,1.5,0.5,0.1,0.2,0.8,1.0,2.3,,yangha01
507,Caleb Houstan,23,ATL,SF,18,0,4.2,0.8,1.4,.538,0.6,1.2,.524,0.2,0.3,.600,.750,0.2,0.2,1.000,0.3,0.3,0.6,0.2,0.1,0.1,0.2,0.6,2.3,,houstca01
508,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3.0,.250,0.1,1.3,.063,0.7,1.7,.400,.264,0.8,0.8,1.000,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
509,Alex Antetokounmpo,24,MIL,SF,5,0,3.2,0.2,1.0,.200,0.0,0.8,.000,0.2,0.2,1.000,.200,1.8,2.6,.692,0.4,0.4,0.8,0.2,0.0,0.2,0.0,0.0,2.2,,antetal01
510,JD Davison,23,HOU,PG,27,0,7.1,0.8,2.0,.400,0.3,1.0,.286,0.5,1.0,.519,.473,0.3,0.5,.615,0.1,0.8,0.9,1.0,0.2,0.1,0.3,0.6,2.2,,davisjd01
511,Andre Jackson Jr.,24,MIL,SG,47,1,8.0,0.8,2.3,.330,0.3,1.2,.259,0.4,1.1,.412,.399,0.4,0.5,.708,0.5,0.9,1.4,0.9,0.4,0.1,0.7,0.9,2.2,,jacksan01
512,Alijah Martin,24,TOR,SG,23,0,6.3,0.7,2.2,.320,0.2,0.9,.190,0.5,1.3,.414,.360,0.7,0.8,.789,0.4,0.5,0.9,0.5,0.3,0.2,0.3,0.5,2.2,,martial01
513,Lachlan Olbrich,22,CHI,C,36,1,8.7,0.9,1.9,.457,0.1,0.5,.105,0.8,1.4,.588,.471,0.4,1.1,.342,1.1,1.6,2.7,0.9,0.3,0.2,0.4,1.3,2.2,,olbrila01
514,Hunter Tyson,25,DEN,PF,21,2,7.7,0.7,2.5,.269,0.3,1.6,.212,0.3,0.9,.368,.337,0.5,0.6,.846,0.2,1.5,1.7,0.8,0.1,0.0,0.2,0.6,2.2,,tysonhu01
515,Chris Youngblood,23,2TM,SG,34,0,5.4,0.6,1.9,.349,0.5,1.6,.333,0.1,0.3,.444,.492,0.3,0.3,.900,0.2,0.6,0.8,0.4,0.1,0.1,0.1,0.6,2.1,,youngch01
515,Chris Youngblood,23,OKC,SG,32,0,5.4,0.6,1.9,.333,0.5,1.6,.314,0.1,0.3,.444,.467,0.3,0.3,.900,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2.0,,youngch01
515,Chris Youngblood,23,POR,SG,2,0,5.5,1.0,1.5,.667,1.0,1.5,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,3.0,,youngch01
516,Jeff Green,39,HOU,PF,29,0,5.2,0.8,2.1,.383,0.4,1.4,.300,0.4,0.7,.550,.483,0.1,0.1,1.000,0.2,0.5,0.7,0.2,0.0,0.0,0.0,0.3,2.1,,greenje02
517,Ariel Hukporti,23,NYK,C,53,4,8.8,0.8,1.4,.569,0.0,0.1,.250,0.8,1.3,.588,.576,0.5,0.6,.788,1.0,1.8,2.8,0.5,0.2,0.5,0.5,1.2,2.1,,hukpoar01
518,Dalano Banton,26,2TM,PG,5,0,5.0,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.4,0.4,1.000,0.2,0.0,0.2,0.8,0.2,0.2,0.4,0.2,2.0,,bantoda01
518,Dalano Banton,26,LAC,PG,2,0,5.0,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.0,,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,3.0,,bantoda01
518,Dalano Banton,26,BOS,PG,3,0,5.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.7,0.7,1.000,0.0,0.0,0.0,0.7,0.0,0.3,0.3,0.3,1.3,,bantoda01
519,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,flowetr01
520,Keshon Gilbert,22,WAS,PG,3,0,16.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,1.3,1.3,1.000,0.7,1.0,1.7,1.0,0.7,1.3,2.0,1.0,2.0,,gilbeke01
521,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
522,Johnny Juzang,24,MIN,SG,21,0,4.2,0.8,1.8,.421,0.3,1.1,.250,0.5,0.7,.714,.500,0.2,0.4,.625,0.2,0.6,0.8,0.3,0.1,0.0,0.2,0.1,2.0,,juzanjo01
523,Maxi Kleber,34,LAL,PF,42,1,10.6,0.8,1.7,.451,0.1,0.6,.231,0.6,1.1,.578,.493,0.3,0.6,.538,0.8,1.1,1.9,0.6,0.4,0.2,0.4,1.4,2.0,,klebima01
524,Jordan McLaughlin,29,SAS,PG,43,0,6.5,0.7,1.8,.410,0.4,0.9,.425,0.3,0.9,.395,.519,0.1,0.2,.857,0.1,0.6,0.7,0.9,0.5,0.0,0.3,0.3,2.0,,mclaujo01
525,Alex Morales,28,ORL,PG,4,0,6.0,0.8,1.8,.429,0.0,0.3,.000,0.8,1.5,.500,.429,0.5,0.5,1.000,0.3,0.5,0.8,1.0,0.0,0.0,1.0,1.8,2.0,,moralal01
526,Sean Pedulla,23,LAC,PG,7,0,4.4,0.7,2.1,.333,0.4,1.4,.300,0.3,0.7,.400,.433,0.0,0.0,,0.0,0.4,0.4,0.7,0.0,0.0,0.1,0.6,1.9,,pedulse01
527,Curtis Jones,24,DEN,SG,9,0,6.2,0.8,2.4,.318,0.2,1.6,.143,0.6,0.9,.625,.364,0.0,0.0,,0.1,0.6,0.7,0.8,0.3,0.0,0.1,0.4,1.8,,jonescu01
528,Bobi Klintman,22,DET,SF,12,0,5.9,0.8,2.3,.333,0.3,1.1,.308,0.4,1.2,.357,.407,0.0,0.3,.000,0.4,1.2,1.6,0.5,0.3,0.0,0.5,0.9,1.8,,klintbo01
529,Isaiah Livers,27,PHO,PF,36,0,9.6,0.6,1.8,.344,0.3,1.1,.300,0.3,0.7,.417,.438,0.3,0.3,.750,0.5,1.2,1.7,0.6,0.4,0.2,0.3,0.8,1.8,,liveris01
530,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
531,Kevin McCullar Jr.,24,NYK,SF,20,0,6.5,0.7,1.8,.389,0.3,0.9,.333,0.4,0.9,.444,.472,0.1,0.3,.400,0.5,0.8,1.3,1.0,0.4,0.0,0.6,0.9,1.8,,mcculke01
532,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,0.0,0.8,1.8,,robinor01
533,Wendell Moore Jr.,24,DET,SG,6,0,10.0,0.7,1.2,.571,0.0,0.2,.000,0.7,1.0,.667,.571,0.3,0.3,1.000,0.2,0.8,1.0,0.7,0.3,0.3,0.2,0.5,1.7,,moorewe01
534,Jahmir Young,25,MIA,PG,13,0,4.2,0.7,1.8,.375,0.2,0.6,.250,0.5,1.2,.438,.417,0.2,0.2,1.000,0.2,0.2,0.3,0.6,0.1,0.0,0.2,0.5,1.7,,youngja05
535,Brooks Barnhizer,23,OKC,SG,39,0,8.3,0.6,1.6,.397,0.2,0.5,.300,0.5,1.1,.442,.444,0.2,0.3,.700,0.5,1.5,1.9,0.5,0.2,0.1,0.3,0.7,1.6,,barnhbr01
536,Harrison Ingram,23,SAS,SF,7,0,3.7,0.7,0.9,.833,0.1,0.1,1.000,0.6,0.7,.800,.917,0.0,0.0,,0.4,0.0,0.4,0.1,0.0,0.0,0.1,0.3,1.6,,ingraha01
537,Adou Thiero,21,LAL,SF,24,0,5.7,0.5,1.1,.444,0.0,0.1,.333,0.5,1.0,.458,.463,0.6,0.9,.636,0.3,0.7,1.0,0.3,0.3,0.1,0.3,0.7,1.6,,thierad01
538,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,toppija01
539,Xavier Tillman Sr.,27,2TM,C,30,1,6.1,0.7,1.5,.435,0.1,0.6,.167,0.6,0.9,.607,.467,0.0,0.1,.250,0.6,0.8,1.4,0.4,0.3,0.2,0.3,0.5,1.5,,tillmxa01
539,Xavier Tillman Sr.,27,BOS,C,14,1,7.9,1.0,2.2,.452,0.2,1.1,.200,0.8,1.1,.688,.500,0.0,0.0,,0.7,1.1,1.8,0.4,0.4,0.1,0.4,0.6,2.2,,tillmxa01
539,Xavier Tillman Sr.,27,CHO,C,16,0,4.5,0.4,0.9,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.1,0.3,.250,0.6,0.6,1.1,0.5,0.2,0.2,0.2,0.4,0.8,,tillmxa01
540,Mason Plumlee,35,2TM,C,19,2,8.2,0.5,0.7,.769,0.0,0.0,,0.5,0.7,.769,.769,0.5,0.7,.643,0.8,1.8,2.6,1.0,0.5,0.0,0.6,0.8,1.5,,plumlma01
540,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,.750,0.0,0.0,,0.6,0.9,.750,.750,0.6,0.9,.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,,plumlma01
540,Mason Plumlee,35,SAS,C,5,0,6.2,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.2,0.4,.500,1.2,0.8,2.0,0.6,0.8,0.0,0.6,1.2,0.6,,plumlma01
541,Buddy Boeheim,26,OKC,SF,4,0,3.8,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,,boehebu01
542,Hunter Dickinson,25,NOP,C,4,0,5.5,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.5,0.5,1.000,0.0,0.3,0.3,0.0,0.0,0.5,0.8,1.0,1.5,,dickihu01
543,Jonathan Mogbo,24,TOR,PF,39,0,6.3,0.6,1.1,.581,0.0,0.0,.000,0.6,1.1,.595,.581,0.2,0.4,.643,0.5,1.2,1.7,0.6,0.3,0.2,0.4,0.7,1.5,,mogbojo01
544,Rocco Zikarsky,19,MIN,C,4,0,4.0,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.5,0.8,1.3,0.0,0.0,0.8,0.0,0.3,1.5,,zikarro01
545,Colin Castleton,25,ORL,C,4,0,5.3,0.5,1.3,.400,0.0,0.0,,0.5,1.3,.400,.400,0.3,0.3,1.000,0.5,1.5,2.0,0.3,0.3,0.0,0.5,0.5,1.3,,castlco01
546,Isaiah Crawford,24,HOU,SF,13,0,5.8,0.5,1.4,.333,0.2,0.8,.200,0.3,0.6,.500,.389,0.2,0.3,.750,0.2,0.6,0.8,0.3,0.2,0.2,0.2,0.2,1.3,,crawfis01
547,Pacôme Dadiet,20,NYK,SG,28,0,3.9,0.4,1.3,.297,0.2,1.0,.222,0.2,0.4,.500,.378,0.3,0.3,1.000,0.1,0.7,0.8,0.4,0.1,0.0,0.1,0.2,1.3,,dadiepa01
